Energy,Total,Ps,Direct,Ann,Excitation ,Process,Threshold
984,0.5889,0,0.2294,5.87E-07,0,,
985,0.5885,0,0.2292,5.87E-07,0,,
986,0.5881,0,0.229,5.87E-07,0,,
987,0.5877,0,0.2288,5.86E-07,0,,
988,0.5873,0,0.2287,5.86E-07,0,,
989,0.5869,0,0.2285,5.86E-07,0,,
990,0.5865,0,0.2283,5.85E-07,0,,
991,0.5861,0,0.2281,5.85E-07,0,,
992,0.5857,0,0.2279,5.85E-07,0,,
993,0.5853,0,0.2278,5.85E-07,0,,
994,0.5849,0,0.2276,5.84E-07,0,,
995,0.5845,0,0.2274,5.84E-07,0,,
996,0.5841,0,0.2272,5.84E-07,0,,
997,0.5837,0,0.227,5.83E-07,0,,
998,0.5833,0,0.2268,5.83E-07,0,,
999,0.5829,0,0.2267,5.83E-07,0,,
1000,0.5481,0,0.2079,5.83E-07,0,,
1100,0.5448,0,0.2062,5.55E-07,0,,
1110,0.5416,0,0.2045,5.53E-07,0,,
1120,0.5386,0,0.2028,5.50E-07,0,,
1130,0.5356,0,0.2012,5.48E-07,0,,
1140,0.5326,0,0.1997,5.46E-07,0,,
1150,0.5295,0,0.1981,5.43E-07,0,,
1160,0.5265,0,0.1965,5.41E-07,0,,
1170,0.5236,0,0.195,5.39E-07,0,,
1180,0.5208,0,0.1935,5.36E-07,0,,
1190,0.518,0,0.192,5.34E-07,0,,
1200,0.5153,0,0.1906,5.32E-07,0,,
1210,0.5125,0,0.1891,5.30E-07,0,,
1220,0.5097,0,0.1877,5.27E-07,0,,
1230,0.5069,0,0.1864,5.25E-07,0,,
1240,0.5044,0,0.185,5.23E-07,0,,
1250,0.5018,0,0.1837,5.21E-07,0,,
1260,0.4993,0,0.1823,5.19E-07,0,,
1270,0.4968,0,0.181,5.17E-07,0,,
1280,0.4942,0,0.1797,5.15E-07,0,,
1290,0.4917,0,0.1785,5.13E-07,0,,
1300,0.4892,0,0.1773,5.11E-07,0,,
1310,0.4869,0,0.176,5.09E-07,0,,
1320,0.4845,0,0.1748,5.07E-07,0,,
1330,0.4822,0,0.1736,5.05E-07,0,,
1340,0.4799,0,0.1724,5.03E-07,0,,
1350,0.4776,0,0.1713,5.01E-07,0,,
1360,0.4753,0,0.1701,5.00E-07,0,,
1370,0.4729,0,0.169,4.98E-07,0,,
1380,0.4708,0,0.1679,4.96E-07,0,,
1390,0.4686,0,0.1668,4.94E-07,0,,
1400,0.4665,0,0.1657,4.92E-07,0,,
1410,0.4644,0,0.1647,4.91E-07,0,,
1420,0.4623,0,0.1636,4.89E-07,0,,
1430,0.4602,0,0.1625,4.87E-07,0,,
1440,0.458,0,0.1615,4.85E-07,0,,
1450,0.4559,0,0.1605,4.84E-07,0,,
1460,0.454,0,0.1595,4.82E-07,0,,
1470,0.452,0,0.1586,4.80E-07,0,,
1480,0.4501,0,0.1576,4.79E-07,0,,
1490,0.4482,0,0.1566,4.77E-07,0,,
1500,0.4462,0,0.1556,4.76E-07,0,,
1510,0.4443,0,0.1547,4.74E-07,0,,
1520,0.4423,0,0.1538,4.72E-07,0,,
1530,0.4404,0,0.1529,4.71E-07,0,,
1540,0.4386,0,0.152,4.69E-07,0,,
1550,0.4368,0,0.1511,4.68E-07,0,,
1560,0.4351,0,0.1502,4.66E-07,0,,
1570,0.4333,0,0.1493,4.65E-07,0,,
1580,0.4315,0,0.1485,4.63E-07,0,,
1590,0.4297,0,0.1477,4.62E-07,0,,
1600,0.428,0,0.1468,4.61E-07,0,,
1610,0.4262,0,0.146,4.59E-07,0,,
1620,0.4245,0,0.1451,4.58E-07,0,,
1630,0.4229,0,0.1443,4.56E-07,0,,
1640,0.4212,0,0.1436,4.55E-07,0,,
1650,0.4196,0,0.1428,4.53E-07,0,,
1660,0.418,0,0.142,4.52E-07,0,,
1670,0.4164,0,0.1412,4.51E-07,0,,
1680,0.4147,0,0.1404,4.49E-07,0,,
1690,0.4131,0,0.1397,4.48E-07,0,,
1700,0.4115,0,0.1389,4.47E-07,0,,
1710,0.4099,0,0.1382,4.45E-07,0,,
1720,0.4084,0,0.1375,4.44E-07,0,,
1730,0.4069,0,0.1368,4.43E-07,0,,
1740,0.4055,0,0.136,4.42E-07,0,,
1750,0.404,0,0.1353,4.40E-07,0,,
1760,0.4025,0,0.1346,4.39E-07,0,,
1770,0.401,0,0.1339,4.38E-07,0,,
1780,0.3995,0,0.1333,4.37E-07,0,,
1790,0.398,0,0.1326,4.35E-07,0,,
1800,0.3965,0,0.1319,4.34E-07,0,,
1810,0.3952,0,0.1313,4.33E-07,0,,
1820,0.3938,0,0.1306,4.32E-07,0,,
1830,0.3924,0,0.1299,4.31E-07,0,,
1840,0.3911,0,0.1293,4.29E-07,0,,
1850,0.3897,0,0.1287,4.28E-07,0,,
1860,0.3884,0,0.128,4.27E-07,0,,
1870,0.387,0,0.1274,4.26E-07,0,,
1880,0.3856,0,0.1268,4.25E-07,0,,
1890,0.3843,0,0.1262,4.24E-07,0,,
1900,0.3829,0,0.1256,4.23E-07,0,,
1910,0.3817,0,0.125,4.21E-07,0,,
1920,0.3804,0,0.1244,4.20E-07,0,,
1930,0.3792,0,0.1238,4.19E-07,0,,
1940,0.3779,0,0.1232,4.18E-07,0,,
1950,0.3767,0,0.1227,4.17E-07,0,,
1960,0.3755,0,0.1221,4.16E-07,0,,
1970,0.3742,0,0.1215,4.15E-07,0,,
1980,0.373,0,0.121,4.14E-07,0,,
1990,0.3717,0,0.1204,4.13E-07,0,,
2000,0.3705,0,0.1199,4.12E-07,0,,
2010,0.3693,0,0.1193,4.11E-07,0,,
2020,0.3681,0,0.1188,4.10E-07,0,,
2030,0.367,0,0.1183,4.09E-07,0,,
2040,0.3659,0,0.1177,4.08E-07,0,,
2050,0.3647,0,0.1172,4.07E-07,0,,
2060,0.3636,0,0.1167,4.06E-07,0,,
2070,0.3624,0,0.1161,4.05E-07,0,,
2080,0.3613,0,0.1157,4.04E-07,0,,
2090,0.3602,0,0.1152,4.03E-07,0,,
2100,0.359,0,0.1147,4.02E-07,0,,
2110,0.3579,0,0.1142,4.01E-07,0,,
2120,0.3568,0,0.1137,4.00E-07,0,,
2130,0.3557,0,0.1132,3.99E-07,0,,
2140,0.3547,0,0.1127,3.98E-07,0,,
2150,0.3536,0,0.1122,3.97E-07,0,,
2160,0.3526,0,0.1117,3.96E-07,0,,
2170,0.3516,0,0.1113,3.95E-07,0,,
2180,0.3505,0,0.1108,3.95E-07,0,,
2190,0.3495,0,0.1104,3.94E-07,0,,
2200,0.3484,0,0.1099,3.93E-07,0,,
2210,0.3474,0,0.1095,3.92E-07,0,,
2220,0.3463,0,0.109,3.91E-07,0,,
2230,0.3453,0,0.1086,3.90E-07,0,,
2240,0.3443,0,0.1081,3.89E-07,0,,
2250,0.3433,0,0.1077,3.88E-07,0,,
2260,0.3424,0,0.1073,3.87E-07,0,,
2270,0.3414,0,0.1068,3.87E-07,0,,
2280,0.3405,0,0.1064,3.86E-07,0,,
